risk_budget,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility,coverage,risk_score
0.12,ensemble_uncertainty_gate,tool_use_sequence,spurious_visual_shortcut,6,6,0.392889,0.666667,0.0,0.0,0.0,0.833333,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.426533,0.413333,0.116667
0.12,ensemble_uncertainty_gate,tool_use_sequence,spurious_visual_shortcut,7,6,0.054628,0.5,0.166667,0.333333,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.001038,0.039667,0.273333
0.12,ensemble_uncertainty_gate,tool_use_sequence,spurious_visual_shortcut,8,6,0.294667,0.166667,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.5,0.333333,0.0,0.0,0.166667,0.0,0.272533,0.413333,0.05
0.12,ensemble_uncertainty_gate,tool_use_sequence,spurious_visual_shortcut,9,6,0.294667,0.333333,0.333333,0.0,0.0,0.666667,0.333333,0.0,0.333333,0.5,0.5,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.301467,0.413333,0.1
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,0,6,0.222158,0.5,0.5,0.166667,0.166667,0.333333,0.166667,0.0,0.333333,0.5,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.18822,0.206167,0.15
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,1,6,0.188044,0.333333,0.166667,0.0,0.166667,0.666667,0.333333,0.166667,0.0,0.0,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.186102,0.377333,0.146667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,2,6,0.235333,0.0,0.666667,0.166667,0.166667,0.166667,0.0,0.0,0.666667,0.166667,0.166667,0.5,0.5,0.166667,0.0,0.0,0.0,0.176958,0.58,0.1
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,3,6,0.185944,0.333333,0.333333,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.166667,0.333333,0.0,0.184976,0.368333,0.153333
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,4,6,0.068278,0.666667,0.5,0.333333,0.166667,0.666667,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.052817,0.156667,0.186667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,5,6,0.129761,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.666667,0.0,0.166667,0.0,0.0,0.156565,0.683667,0.166667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,6,6,0.250072,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,0.333333,0.5,0.333333,0.666667,0.166667,0.0,0.166667,0.0,0.194614,0.643167,0.196667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,7,6,0.0,0.333333,0.166667,0.0,0.0,0.5,0.166667,0.166667,0.5,0.5,0.333333,0.333333,0.333333,0.0,0.166667,0.166667,0.0,0.011667,0.413333,0.066667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,8,6,0.394008,0.5,0.666667,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.5,0.166667,0.666667,0.333333,0.166667,0.333333,0.0,0.410663,0.697167,0.156667
0.12,ensemble_uncertainty_gate,tool_use_sequence,recovery_scarce_failure,9,6,0.470667,0.5,0.333333,0.0,0.166667,0.666667,0.166667,0.0,0.166667,0.333333,0.666667,0.0,0.5,0.166667,0.166667,0.333333,0.0,0.518317,0.58,0.08
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,0,6,0.098222,0.5,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.115267,0.413333,0.086667
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,1,6,0.156544,0.166667,0.166667,0.333333,0.5,0.5,0.0,0.166667,0.166667,0.5,0.0,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.095557,0.242333,0.246667
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,2,6,0.244267,0.333333,0.333333,0.5,0.0,0.5,0.0,0.166667,0.166667,0.333333,0.5,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.191107,0.269333,0.226667
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,3,6,0.411333,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.833333,0.0,0.166667,0.0,0.666667,0.0,0.333333,0.0,0.0,0.45225,0.746667,0.0
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,4,6,0.196444,0.333333,0.166667,0.0,0.0,0.5,0.166667,0.0,0.166667,0.333333,0.5,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.224467,0.413333,0.05
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,5,6,0.139706,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.833333,0.0,0.166667,0.333333,0.0,0.0,0.0,0.095031,0.170167,0.176667
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,6,6,0.3215,0.666667,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.166667,0.0,0.305708,0.49,0.186667
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,7,6,0.135536,0.833333,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.166667,0.333333,0.5,0.5,0.666667,0.0,0.0,0.0,0.0,0.169307,0.733167,0.13
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,8,6,0.157556,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.137387,0.246667,0.08
0.12,ensemble_uncertainty_gate,tool_use_sequence,distribution_mixture_aliasing,9,6,0.149156,0.666667,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.129647,0.210667,0.146667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,0,6,0.274222,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.333333,0.333333,0.0,0.666667,0.166667,0.0,0.166667,0.0,0.3105,0.746667,0.1
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,1,6,0.067753,0.5,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.042743,0.152167,0.19
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,2,6,0.195383,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.135746,0.129667,0.206667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,3,6,0.394008,0.333333,0.333333,0.333333,0.0,0.5,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.666667,0.0,0.0,0.166667,0.0,0.404867,0.697167,0.156667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,4,6,0.278917,0.333333,0.166667,0.166667,0.0,0.5,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,0.333333,0.0,0.0,0.166667,0.0,0.264791,0.368333,0.153333
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,5,6,0.392889,0.5,0.166667,0.0,0.0,0.333333,0.0,0.166667,1.0,0.166667,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.388733,0.413333,0.016667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,6,6,0.104017,0.333333,0.166667,0.333333,0.0,0.333333,0.166667,0.166667,0.333333,0.166667,0.5,0.333333,0.5,0.0,0.166667,0.333333,0.0,0.071259,0.463,0.206667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,7,6,0.389283,0.5,0.5,0.0,0.0,0.166667,0.5,0.166667,0.166667,0.333333,0.333333,0.5,0.666667,0.166667,0.166667,0.0,0.0,0.38094,0.683667,0.166667
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,8,6,0.411333,0.5,0.0,0.0,0.166667,0.5,0.166667,0.0,0.166667,0.0,0.5,0.5,0.666667,0.333333,0.166667,0.333333,0.0,0.446175,0.746667,0.08
0.12,ensemble_uncertainty_gate,tool_use_sequence,actuator_latency_shift,9,6,0.131336,0.0,0.5,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.5,0.0,0.166667,0.666667,0.0,0.166667,0.166667,0.0,0.120191,0.697167,0.156667
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,0,6,0.294667,0.166667,0.666667,0.0,0.166667,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,0.0,0.282333,0.413333,0.096667
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,1,6,0.050953,0.666667,0.666667,0.166667,0.333333,0.166667,0.5,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.008167,0.296667
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,2,6,0.307325,0.166667,0.0,0.166667,0.166667,0.5,0.333333,0.166667,0.166667,0.166667,0.5,0.333333,0.5,0.333333,0.166667,0.0,0.0,0.259062,0.4495,0.216667
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,3,6,0.109217,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.0,0.5,0.166667,0.666667,0.333333,0.0,0.666667,0.0,0.166667,0.0,0.064838,0.0395,0.15
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,4,6,0.106106,0.5,0.5,0.166667,0.166667,0.5,0.5,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.666667,0.0,0.166667,0.0,0.055411,0.026167,0.283333
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,5,6,0.173333,0.333333,0.0,0.166667,0.0,0.166667,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.5,0.0,0.0,0.110833,0.066667,0.253333
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,6,6,0.28055,0.333333,0.5,0.0,0.5,0.333333,0.5,0.333333,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.166667,0.0,0.205514,0.373,0.273333
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,7,6,0.185944,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.5,0.333333,0.0,0.166667,0.166667,0.0,0.133228,0.368333,0.153333
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,8,6,0.0,0.0,0.333333,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.166667,0.666667,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.003425,0.58,0.066667
0.12,ensemble_uncertainty_gate,tool_use_sequence,mixed_exception_stress,9,6,0.470667,0.333333,0.5,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.5,0.666667,0.0,0.5,0.333333,0.0,0.0,0.0,0.498337,0.58,0.086667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,0,6,0.142856,0.166667,0.833333,0.166667,0.166667,0.833333,0.166667,0.166667,0.333333,0.166667,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.106992,0.183667,0.166667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,1,6,0.148106,0.666667,0.166667,0.166667,0.166667,0.5,0.0,0.5,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.143711,0.206167,0.15
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,2,6,0.266889,0.333333,0.333333,0.333333,0.166667,0.333333,0.5,0.0,0.0,0.166667,0.333333,0.833333,0.333333,0.5,0.0,0.166667,0.0,0.160796,0.143333,0.32
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,3,6,0.268972,0.5,0.333333,0.166667,0.0,0.833333,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.666667,0.166667,0.0,0.166667,0.0,0.333745,0.724167,0.136667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,4,6,0.548444,0.333333,0.0,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.5,0.666667,0.166667,0.333333,0.0,0.0,0.542025,0.746667,0.11
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,5,6,0.235333,0.5,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.5,0.166667,0.0,0.0,0.0,0.23975,0.58,0.076667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,6,6,0.078778,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.05945,0.246667,0.093333
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,7,6,0.470667,0.5,0.833333,0.0,0.0,0.666667,0.166667,0.166667,0.0,0.0,0.666667,0.5,0.5,0.333333,0.0,0.166667,0.0,0.510896,0.58,0.066667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,8,6,0.315111,0.333333,0.5,0.0,0.333333,0.333333,0.0,0.166667,0.166667,0.5,0.5,0.0,0.166667,0.166667,0.0,0.0,0.0,0.299787,0.246667,0.076667
0.12,ensemble_uncertainty_gate,shelf_retrieval,rare_contact_tail,9,6,0.274222,0.166667,0.666667,0.0,0.0,0.5,0.0,0.333333,0.0,0.333333,0.333333,0.166667,0.666667,0.166667,0.166667,0.166667,0.0,0.342225,0.746667,0.033333
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,0,6,0.411333,0.666667,0.0,0.166667,0.166667,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.0,0.485325,0.746667,0.116667
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,1,6,0.313111,0.666667,0.166667,0.166667,0.0,0.5,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.833333,0.0,0.0,0.0,0.0,0.435554,0.913333,0.07
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,2,6,0.137111,0.5,0.333333,0.0,0.0,0.333333,0.0,0.0,0.333333,0.5,0.166667,0.166667,0.666667,0.333333,0.0,0.333333,0.0,0.209925,0.746667,0.0
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,3,6,0.117667,0.0,0.333333,0.0,0.166667,0.5,0.166667,0.0,0.166667,0.5,0.5,0.333333,0.5,0.0,0.0,0.0,0.0,0.113596,0.58,0.08
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,4,6,0.081947,0.666667,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.333333,0.0,0.0,0.0,0.0,0.056368,0.273833,0.223333
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,5,6,0.222733,0.333333,0.333333,0.0,0.333333,0.333333,0.166667,0.5,0.166667,0.166667,0.166667,0.333333,0.5,0.166667,0.333333,0.0,0.0,0.208982,0.526,0.16
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,6,6,0.353,0.5,0.166667,0.0,0.0,0.166667,0.0,0.0,0.5,0.166667,0.5,0.333333,0.5,0.0,0.166667,0.166667,0.0,0.373325,0.58,0.0
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,7,6,0.266317,0.5,0.5,0.166667,0.333333,0.333333,0.166667,0.0,0.333333,0.5,0.5,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.230968,0.332333,0.18
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,8,6,0.548444,0.5,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.666667,0.333333,0.0,0.166667,0.0,0.604125,0.746667,0.086667
0.12,ensemble_uncertainty_gate,shelf_retrieval,occluded_precondition,9,6,0.135506,0.666667,0.333333,0.333333,0.0,0.5,0.166667,0.0,0.0,0.666667,0.166667,0.5,0.166667,0.0,0.166667,0.166667,0.0,0.111016,0.152167,0.19
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,0,6,0.0,0.833333,0.166667,0.166667,0.0,0.5,0.333333,0.0,0.166667,0.333333,0.333333,0.833333,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.345833,0.17
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,1,6,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.0,0.0,0.021933,0.413333,0.05
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,2,6,0.235333,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.5,0.333333,0.5,0.333333,0.5,0.166667,0.0,0.0,0.0,0.222054,0.58,0.03
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,3,6,0.078778,0.166667,0.333333,0.0,0.166667,0.666667,0.0,0.5,0.333333,0.333333,0.666667,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.077212,0.246667,0.08
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,4,6,0.392889,0.5,0.833333,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.392,0.413333,0.03
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,5,6,0.117667,0.833333,0.166667,0.0,0.166667,0.5,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.168967,0.58,0.096667
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,6,6,0.078778,0.5,0.166667,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.166667,0.833333,0.0,0.166667,0.0,0.0,0.333333,0.0,0.10005,0.246667,0.096667
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,7,6,0.098222,0.166667,0.333333,0.166667,0.0,0.5,0.0,0.0,0.333333,0.333333,0.333333,0.5,0.333333,0.333333,0.333333,0.166667,0.0,0.089133,0.413333,0.07
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,8,6,0.315111,0.5,0.166667,0.0,0.0,0.5,0.333333,0.166667,0.166667,0.0,0.666667,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.308125,0.246667,0.116667
0.12,ensemble_uncertainty_gate,shelf_retrieval,embodiment_mismatch,9,6,0.0,0.666667,0.5,0.166667,0.333333,0.5,0.333333,0.166667,0.0,0.333333,0.5,0.5,0.666667,0.0,0.166667,0.0,0.0,0.0,0.575667,0.246667
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,0,6,0.353,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.5,0.0,0.333333,0.5,0.0,0.347067,0.58,0.05
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,1,6,0.220583,0.166667,0.166667,0.166667,0.0,0.5,0.166667,0.333333,0.666667,0.0,0.5,0.0,0.166667,0.333333,0.0,0.0,0.0,0.186936,0.201667,0.153333
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,2,6,0.392889,0.5,0.166667,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.5,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.4004,0.413333,0.063333
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,3,6,0.548444,0.166667,0.333333,0.0,0.0,0.5,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.666667,0.333333,0.0,0.166667,0.0,0.556875,0.746667,0.1
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,4,6,0.235333,0.333333,0.333333,0.0,0.166667,0.5,0.166667,0.0,0.0,0.5,0.166667,0.333333,0.5,0.5,0.166667,0.333333,0.0,0.258587,0.58,0.08
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,5,6,0.096122,0.666667,0.333333,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.5,0.333333,0.5,0.0,0.166667,0.0,0.095248,0.395333,0.133333
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,6,6,0.0,0.0,0.5,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.5,0.333333,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.399833,0.13
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,7,6,0.3467,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0,0.345394,0.562,0.133333
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,8,6,0.196444,0.666667,0.5,0.0,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.0,0.217,0.413333,0.046667
0.12,ensemble_uncertainty_gate,shelf_retrieval,long_horizon_compounding,9,6,0.117667,0.5,0.5,0.0,0.166667,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.5,0.5,0.0,0.166667,0.0,0.130721,0.58,0.046667
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,0,6,0.225922,0.166667,0.0,0.333333,0.0,0.333333,0.333333,0.333333,0.5,0.0,0.333333,0.166667,0.666667,0.333333,0.0,0.333333,0.0,0.16303,0.539667,0.273333
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,1,6,0.196444,0.5,0.333333,0.166667,0.166667,0.5,0.0,0.0,0.0,0.333333,0.5,0.666667,0.333333,0.5,0.333333,0.166667,0.0,0.195067,0.413333,0.1
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,2,6,0.196444,0.5,0.166667,0.0,0.166667,0.5,0.166667,0.0,0.166667,0.166667,0.333333,0.5,0.333333,0.166667,0.0,0.0,0.0,0.201133,0.413333,0.08
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,3,6,0.308811,0.5,0.166667,0.0,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.284437,0.233167,0.13
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,4,6,0.386589,0.666667,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.5,0.166667,0.5,0.5,0.333333,0.0,0.166667,0.0,0.0,0.343505,0.399833,0.13
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,5,6,0.196444,0.5,0.0,0.0,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.2226,0.413333,0.016667
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,6,6,0.250567,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.195463,0.287333,0.213333
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,7,6,0.236333,0.333333,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.166667,0.666667,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.229825,0.246667,0.03
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,8,6,0.265822,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.666667,0.166667,0.0,0.166667,0.0,0.269369,0.710667,0.146667
0.12,ensemble_uncertainty_gate,shelf_retrieval,spurious_visual_shortcut,9,6,0.294667,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.333333,0.5,0.5,0.5,0.5,0.333333,0.333333,0.0,0.0,0.0,0.239867,0.413333,0.093333
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,0,6,0.294667,0.166667,0.333333,0.0,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.5,0.5,0.0,0.0,0.2856,0.413333,0.05
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,1,6,0.166667,0.333333,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.5,0.333333,0.333333,0.166667,1.0,0.0,0.0,0.333333,0.0,0.210833,1.0,0.136667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,2,6,0.235333,0.166667,0.166667,0.0,0.0,0.5,0.0,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.274,0.58,0.016667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,3,6,0.094022,0.5,0.5,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.5,0.333333,0.333333,0.0,0.0,0.166667,0.0,0.077282,0.377333,0.146667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,4,6,0.117667,0.166667,0.0,0.0,0.166667,0.5,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.137571,0.58,0.046667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,5,6,0.236333,0.333333,0.5,0.0,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.212788,0.246667,0.096667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,6,6,0.2,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.666667,0.0,0.166667,0.166667,0.166667,0.0,0.113917,0.0,0.256667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,7,6,0.274222,0.5,0.333333,0.0,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,0.333333,0.666667,0.166667,0.0,0.333333,0.0,0.313875,0.746667,0.116667
0.12,ensemble_uncertainty_gate,shelf_retrieval,recovery_scarce_failure,8,6,0.392889,0.166667,0.166667,0.0,0.166667,0.666667,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.0,0.395267,0.413333,0.096667
