stress_level,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
0.68,large_behavior_clone,mobile_manipulation,embodiment_mismatch,8,6,0.0,0.166667,0.0,0.0,0.333333,0.5,0.5,0.0,0.0,0.5,0.333333,0.166667,0.5,0.166667,0.0,0.0,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,embodiment_mismatch,9,6,0.166667,0.0,0.166667,0.333333,0.0,0.5,0.0,0.333333,0.0,0.333333,0.166667,0.666667,0.5,0.166667,0.333333,0.0,0.0,0.135833
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,0,6,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,0.5,0.166667,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.333333,0.0,0.401667
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,1,6,0.666667,0.166667,0.333333,0.166667,0.5,0.5,0.5,0.333333,0.0,0.5,0.666667,0.666667,0.0,0.333333,0.0,0.0,0.0,0.530833
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,2,6,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.5,0.333333,0.333333,0.5,0.666667,0.0,0.333333,0.333333,0.166667,0.0,0.281667
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,3,6,0.333333,0.0,0.333333,0.0,0.333333,0.333333,0.5,0.0,0.166667,0.333333,0.166667,0.5,0.166667,0.5,0.0,0.166667,0.0,0.228333
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,4,6,0.333333,0.666667,0.833333,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.666667,0.333333,0.333333,0.666667,0.0,0.0,0.0,0.294167
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,5,6,0.333333,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.5,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.268333
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,6,6,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.103333
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,7,6,0.5,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.333333,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.463333
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,8,6,0.666667,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.5,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.6025
0.68,large_behavior_clone,mobile_manipulation,long_horizon_compounding,9,6,0.666667,0.333333,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.333333,0.833333,0.333333,0.333333,0.166667,0.166667,0.0,0.6275
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,0,6,0.333333,0.166667,0.666667,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.275
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,1,6,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.333333,0.166667,0.166667,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.401667
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,2,6,0.333333,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.5,0.0,0.0,0.0,0.258333
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,3,6,0.5,0.166667,0.333333,0.0,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.833333,0.5,0.166667,0.5,0.0,0.333333,0.0,0.501667
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,4,6,0.666667,0.333333,0.5,0.0,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.333333,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.6625
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,5,6,0.333333,0.666667,0.666667,0.0,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.349167
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,6,6,0.166667,0.0,0.166667,0.0,0.166667,0.666667,0.166667,0.5,0.166667,0.166667,0.5,0.666667,0.0,0.333333,0.0,0.166667,0.0,0.113333
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,7,6,0.666667,0.166667,0.0,0.166667,0.333333,0.333333,0.333333,0.166667,0.166667,0.666667,0.5,0.666667,0.0,0.0,0.0,0.0,0.0,0.545833
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,8,6,0.0,0.666667,0.0,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.5,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,spurious_visual_shortcut,9,6,0.166667,0.166667,0.0,0.166667,0.666667,0.166667,0.0,0.5,0.333333,0.666667,0.5,0.666667,1.0,0.5,0.166667,0.166667,0.0,0.095833
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,0,6,0.666667,0.333333,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.0,0.333333,0.0,0.593333
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,1,6,0.0,0.166667,0.833333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,2,6,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.166667,0.5,0.333333,0.666667,0.0,0.333333,0.333333,0.0,0.0,0.205
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,3,6,0.333333,0.333333,0.5,0.5,0.666667,0.0,0.666667,0.5,0.0,0.166667,0.5,0.5,0.166667,0.166667,0.166667,0.166667,0.0,0.119167
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,4,6,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.5,0.666667,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.2375
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,5,6,0.333333,0.333333,0.5,0.666667,0.166667,0.0,0.333333,0.0,0.333333,0.5,0.333333,0.833333,0.333333,0.666667,0.166667,0.0,0.0,0.1525
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,6,6,0.333333,0.0,0.333333,0.333333,0.333333,0.5,0.333333,0.333333,0.0,0.5,0.166667,0.5,0.333333,0.166667,0.0,0.166667,0.0,0.23
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,7,6,0.166667,0.166667,0.5,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.5,0.333333,0.0,0.0,0.5,0.0,0.0725
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,8,6,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.166667,0.333333,0.666667,0.166667,0.5,0.166667,0.5,0.0,0.054167
0.68,large_behavior_clone,mobile_manipulation,recovery_scarce_failure,9,6,0.5,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.166667,0.333333,0.5,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.4175
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,0,6,0.5,0.333333,0.5,0.166667,0.166667,0.333333,0.0,0.833333,0.166667,0.166667,0.333333,0.5,0.0,0.666667,0.333333,0.0,0.0,0.464167
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,1,6,0.0,0.166667,0.666667,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.5,0.333333,0.5,0.166667,0.5,0.0,0.166667,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,2,6,0.833333,0.166667,0.333333,0.0,0.5,0.166667,0.666667,0.166667,0.0,0.666667,0.666667,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.708333
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,3,6,0.166667,0.333333,0.666667,0.0,0.5,0.5,0.166667,0.333333,0.166667,0.166667,0.666667,0.333333,0.333333,0.0,0.0,0.0,0.0,0.15
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,4,6,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.5,0.5,0.166667,0.666667,0.166667,0.166667,0.0,0.2675
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,5,6,0.5,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.666667,1.0,0.166667,0.166667,0.0,0.166667,0.0,0.355
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,6,6,0.5,0.166667,0.5,0.166667,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.666667,0.166667,0.5,0.0,0.333333,0.0,0.434167
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,7,6,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.666667,0.0,0.333333,1.0,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.144167
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,8,6,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.5,0.333333,0.333333,0.5,0.0,0.0,0.0,0.274167
0.68,large_behavior_clone,mobile_manipulation,distribution_mixture_aliasing,9,6,0.333333,0.0,0.833333,0.0,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.666667,0.666667,0.333333,0.166667,0.0,0.0,0.0,0.240833
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,0,6,0.333333,0.0,0.333333,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.333333,0.333333,0.166667,0.333333,0.0,0.259167
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,1,6,0.0,0.333333,0.333333,0.5,0.0,0.333333,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,2,6,0.333333,0.0,0.333333,0.166667,0.0,0.666667,0.166667,0.333333,0.166667,0.333333,0.666667,0.5,0.166667,0.0,0.166667,0.166667,0.0,0.3
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,3,6,0.666667,0.166667,0.333333,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.5,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.641667
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,4,6,0.166667,0.166667,0.5,0.166667,0.166667,0.166667,0.666667,0.333333,0.333333,0.166667,0.166667,0.666667,0.333333,0.0,0.0,0.0,0.0,0.033333
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,5,6,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.5,0.166667,0.166667,0.333333,0.166667,0.0,0.106667
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,6,6,0.166667,0.0,0.166667,0.5,0.5,0.0,0.5,0.333333,0.166667,0.833333,0.666667,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,7,6,0.166667,0.5,0.333333,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,0.333333,0.0,0.333333,0.333333,0.333333,0.0,0.095833
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,8,6,0.333333,0.0,0.0,0.0,0.0,0.333333,0.333333,0.166667,0.0,0.666667,0.5,0.333333,0.333333,0.5,0.166667,0.333333,0.0,0.32
0.68,large_behavior_clone,mobile_manipulation,actuator_latency_shift,9,6,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.666667,0.333333,0.333333,0.5,0.5,0.0,0.0,0.318333
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,0,6,0.166667,0.5,0.333333,0.166667,0.166667,0.0,0.166667,0.666667,0.0,0.5,0.5,0.666667,0.0,0.0,0.0,0.166667,0.0,0.104167
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,1,6,0.166667,0.5,0.5,0.333333,0.666667,0.333333,0.0,0.333333,0.166667,0.333333,0.333333,0.5,0.0,0.333333,0.166667,0.166667,0.0,0.065833
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,2,6,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.0,0.166667,0.5,0.166667,0.5,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.169167
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,3,6,0.166667,0.333333,0.5,0.166667,0.166667,0.0,0.333333,0.5,0.0,0.166667,0.666667,0.5,0.333333,0.666667,0.166667,0.0,0.0,0.1075
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,4,6,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.166667,0.5,0.0,0.333333,0.5,0.5,0.0,0.333333,0.0,0.166667,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,5,6,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.5,0.0,0.166667,0.666667,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.0,0.208333
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,6,6,0.0,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.666667,0.666667,0.333333,0.0,0.333333,0.333333,0.166667,0.0,0.0
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,7,6,0.333333,0.333333,0.666667,0.166667,0.166667,0.166667,0.333333,0.833333,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.274167
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,8,6,0.333333,0.333333,0.666667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.833333,0.666667,0.0,0.333333,0.0,0.333333,0.0,0.265
0.68,large_behavior_clone,mobile_manipulation,mixed_exception_stress,9,6,0.166667,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.143333
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,0,6,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.666667,0.5,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.293333
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,1,6,0.666667,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.166667,0.833333,0.666667,0.666667,0.333333,0.0,0.166667,0.0,0.0,0.648333
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,2,6,0.666667,0.333333,0.333333,0.333333,0.0,0.0,0.666667,0.333333,0.0,0.5,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.566667
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,3,6,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.0,0.833333,0.333333,0.666667,0.166667,0.166667,0.0,0.0,0.0,0.0
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,4,6,0.333333,0.0,0.666667,0.166667,0.0,0.0,0.0,0.666667,0.166667,0.333333,0.333333,0.833333,0.0,0.0,0.0,0.5,0.0,0.231667
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,5,6,0.5,0.166667,0.5,0.0,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.493333
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,6,6,0.5,0.166667,0.333333,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.666667,0.333333,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.5225
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,7,6,0.666667,0.0,0.833333,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.333333,0.666667,0.666667,0.0,0.333333,0.0,0.166667,0.0,0.545833
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,8,6,0.166667,0.0,0.5,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.0,0.060833
0.68,large_behavior_clone,bimanual_handoff,rare_contact_tail,9,6,0.5,0.166667,0.333333,0.5,0.333333,0.5,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.4275
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,0,6,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.0,0.0,0.095
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,1,6,0.666667,0.333333,0.666667,0.166667,0.0,0.333333,0.333333,0.166667,0.333333,0.666667,0.166667,0.5,0.333333,0.0,0.0,0.0,0.0,0.63
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,2,6,0.666667,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.166667,0.666667,0.166667,0.166667,0.166667,0.166667,0.0,0.655
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,3,6,0.0,0.666667,0.333333,0.333333,0.0,0.333333,0.333333,0.333333,0.166667,0.333333,0.166667,0.666667,0.333333,0.166667,0.0,0.166667,0.0,0.0
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,4,6,0.166667,0.0,0.166667,0.0,0.333333,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.114167
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,5,6,0.5,0.166667,0.166667,0.0,0.666667,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.666667,0.166667,0.333333,0.166667,0.0,0.0,0.395833
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,6,6,0.5,0.0,0.666667,0.166667,0.166667,0.333333,0.166667,0.333333,0.666667,0.333333,0.666667,0.5,0.166667,0.333333,0.0,0.0,0.0,0.394167
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,7,6,0.166667,0.333333,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.0,0.5,0.0,0.14
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,8,6,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.666667,0.666667,0.5,0.0,0.333333,0.0,0.333333,0.0,0.225833
0.68,large_behavior_clone,bimanual_handoff,occluded_precondition,9,6,0.333333,0.166667,0.333333,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.0,0.305
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,0,6,0.333333,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.333333,0.5,0.5,0.333333,0.166667,0.0,0.333333,0.333333,0.333333,0.0,0.248333
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,1,6,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.166667,0.0,0.666667,0.5,0.333333,0.166667,0.0,0.333333,0.0,0.265833
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,2,6,0.333333,0.166667,0.333333,0.5,0.333333,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.254167
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,3,6,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.5,0.333333,0.333333,0.333333,0.0,0.166667,0.0,0.821667
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,4,6,0.666667,0.166667,0.5,0.0,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.5875
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,5,6,0.333333,0.333333,0.666667,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.166667,0.5,0.0,0.0,0.0,0.166667,0.0,0.306667
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,6,6,0.166667,0.333333,0.666667,0.166667,0.333333,0.5,0.166667,0.333333,0.0,0.333333,0.5,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.129167
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,7,6,0.333333,0.0,0.5,0.166667,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.666667,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.215
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,8,6,0.333333,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.0,0.166667,0.333333,0.0,0.0,0.3125
0.68,large_behavior_clone,bimanual_handoff,embodiment_mismatch,9,6,0.333333,0.5,0.5,0.166667,0.333333,0.0,0.333333,0.166667,0.166667,0.5,0.5,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.275833
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,0,6,0.0,0.5,0.166667,0.0,0.333333,0.166667,0.666667,0.166667,0.0,0.5,0.666667,0.5,0.166667,0.5,0.0,0.166667,0.0,0.0
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,1,6,0.5,0.166667,0.333333,0.166667,0.166667,0.5,0.5,0.333333,0.333333,0.5,0.5,0.666667,0.166667,0.5,0.0,0.0,0.0,0.395
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,2,6,0.833333,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.0,0.166667,0.166667,0.0,0.754167
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,3,6,0.5,0.333333,0.166667,0.166667,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.5,0.166667,0.166667,0.166667,0.166667,0.0,0.426667
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,4,6,0.0,0.5,0.166667,0.0,0.5,0.166667,0.333333,0.0,0.166667,0.666667,0.333333,0.5,0.166667,0.333333,0.0,0.0,0.0,0.0
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,5,6,0.5,0.5,0.0,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.0,0.666667,0.333333,0.166667,0.0,0.446667
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,6,6,0.5,0.666667,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.0,0.666667,0.333333,0.333333,0.166667,0.5,0.166667,0.166667,0.0,0.4575
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,7,6,0.5,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.166667,0.666667,0.333333,0.666667,0.166667,0.166667,0.0,0.166667,0.0,0.3625
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,8,6,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.5,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.0
0.68,large_behavior_clone,bimanual_handoff,long_horizon_compounding,9,6,0.166667,0.0,0.666667,0.166667,0.333333,0.666667,0.5,0.166667,0.333333,0.166667,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.1025
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,0,6,0.166667,0.5,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.666667,0.333333,0.333333,0.333333,0.666667,0.333333,0.0,0.0,0.179167
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,1,6,0.333333,0.0,0.5,0.166667,0.166667,0.333333,0.333333,0.5,0.333333,0.333333,0.333333,0.666667,0.5,0.666667,0.166667,0.166667,0.0,0.241667
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,2,6,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.5,0.0,0.26
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,3,6,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.333333,0.166667,0.166667,0.666667,0.5,0.0,0.333333,0.0,0.0,0.0,0.113333
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,4,6,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.833333,0.0,0.166667,0.666667,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.114167
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,5,6,0.5,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.666667,0.0,0.333333,0.0,0.506667
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,6,6,0.333333,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.5,0.5,0.166667,0.333333,0.0,0.0,0.166667,0.0,0.285833
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,7,6,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.5,0.166667,0.5,0.166667,0.0,0.333333,0.333333,0.0,0.089167
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,8,6,0.333333,0.0,0.0,0.333333,0.5,0.5,0.166667,0.333333,0.166667,0.166667,0.5,0.5,0.0,0.333333,0.0,0.0,0.0,0.193333
0.68,large_behavior_clone,bimanual_handoff,spurious_visual_shortcut,9,6,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.666667,0.5,0.0,0.333333,0.0,0.0,0.0,0.111667
0.68,large_behavior_clone,bimanual_handoff,recovery_scarce_failure,0,6,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.5,0.0,0.333333,0.333333,0.666667,0.166667,0.333333,0.0,0.166667,0.0,0.296667
0.68,large_behavior_clone,bimanual_handoff,recovery_scarce_failure,1,6,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.833333,0.5,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.145833
0.68,large_behavior_clone,bimanual_handoff,recovery_scarce_failure,2,6,0.0,0.333333,0.333333,0.0,0.0,0.0,0.5,0.0,0.333333,0.166667,0.0,0.166667,0.666667,0.333333,0.166667,0.5,0.0,0.0
