method,split,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,2,6,0.5,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.666667,0.5,0.333333,0.833333,0.5,0.0,0.166667,0.333333,0.5225
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,3,6,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.0,0.5,0.166667,0.333333,0.166667,0.0,0.833333,0.0,0.0,0.0,0.5,0.303333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,4,6,0.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.511667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,5,6,0.5,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.166667,0.0,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.459167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,6,6,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.333333,0.666667,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.833333,0.1875
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,7,6,0.5,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0,0.666667,0.0,0.333333,0.166667,0.333333,0.571667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,8,6,0.166667,0.5,0.166667,0.333333,0.0,0.5,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.5,0.166667,0.0,0.0,0.666667,0.1425
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,embodiment_mismatch,9,6,0.5,0.5,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.666667,0.5,0.0,0.166667,0.166667,0.333333,0.495833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,0,6,0.5,0.666667,0.5,0.0,0.0,0.5,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.333333,0.599167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,1,6,0.5,0.0,0.5,0.0,0.0,0.666667,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.166667,0.333333,0.523333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,2,6,0.5,0.5,0.5,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.5,0.5,0.0,0.0,0.0,0.0,0.545833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,3,6,0.666667,0.666667,0.333333,0.0,0.0,0.5,0.166667,0.0,0.333333,0.333333,0.333333,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.719167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,4,6,0.666667,0.666667,0.5,0.0,0.166667,0.166667,0.0,0.0,0.0,0.5,0.666667,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.729167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,5,6,0.666667,0.333333,0.166667,0.0,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.666667,0.5,0.166667,0.166667,0.0,0.7075
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,6,6,0.333333,0.833333,0.0,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.5,0.5,0.5,0.166667,0.166667,0.166667,0.333333,0.5,0.3275
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,7,6,0.666667,0.5,0.0,0.333333,0.0,0.5,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.6625
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,8,6,0.333333,0.166667,0.166667,0.0,0.0,0.5,0.333333,0.166667,0.333333,0.0,0.166667,0.5,0.166667,0.0,0.166667,0.333333,0.5,0.285833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,long_horizon_compounding,9,6,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.418333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,0,6,0.833333,0.5,0.0,0.0,0.166667,0.666667,0.5,0.0,0.333333,0.666667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.8525
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,1,6,0.666667,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.666667,0.333333,0.166667,0.333333,0.5,0.5,0.333333,0.0,0.0,0.166667,0.658333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,2,6,0.166667,0.666667,0.166667,0.0,0.166667,0.666667,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.666667,0.2325
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,3,6,0.666667,0.5,0.333333,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.763333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,4,6,0.666667,0.166667,0.166667,0.166667,0.166667,0.5,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.631667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,5,6,0.333333,0.666667,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.333333,0.396667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,6,6,0.5,0.5,0.333333,0.166667,0.0,0.5,0.166667,0.0,0.0,0.166667,0.333333,0.666667,0.333333,0.166667,0.0,0.333333,0.166667,0.510833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,7,6,0.5,0.333333,0.166667,0.166667,0.5,0.333333,0.5,0.333333,0.166667,0.333333,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0.450833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,8,6,0.666667,0.666667,0.333333,0.0,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.5,0.0,0.0,0.333333,0.665833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,spurious_visual_shortcut,9,6,0.0,0.333333,0.333333,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.333333,0.0,0.0,0.666667,0.0
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,0,6,0.0,0.5,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.833333,0.030833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,1,6,1.0,0.333333,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.0,1.0
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,2,6,0.666667,0.666667,0.0,0.0,0.333333,0.333333,0.0,0.166667,0.166667,0.333333,0.666667,0.333333,0.5,0.0,0.0,0.166667,0.0,0.7225
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,3,6,0.5,0.0,0.166667,0.166667,0.166667,0.666667,0.166667,0.166667,0.0,0.5,0.333333,0.166667,0.666667,0.333333,0.0,0.166667,0.333333,0.51
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,4,6,0.5,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.449167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,5,6,0.5,0.166667,0.0,0.0,0.166667,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.666667,0.166667,0.166667,0.0,0.333333,0.56
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,6,6,0.166667,0.5,0.333333,0.0,0.0,0.0,0.333333,0.0,0.166667,0.5,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.833333,0.130833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,7,6,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.833333,0.088333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,8,6,0.166667,0.666667,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.5,0.0,0.0,0.166667,0.666667,0.243333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,recovery_scarce_failure,9,6,0.5,0.5,0.166667,0.0,0.166667,0.5,0.166667,0.0,0.333333,0.333333,0.333333,0.5,0.5,0.0,0.166667,0.166667,0.333333,0.516667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,0,6,0.5,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.5,0.333333,0.0,0.333333,0.333333,0.5125
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,1,6,0.333333,0.5,0.166667,0.0,0.166667,0.666667,0.0,0.5,0.0,0.333333,0.5,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.420833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,2,6,0.333333,0.333333,0.166667,0.166667,0.333333,0.666667,0.166667,0.166667,0.5,0.0,0.333333,0.833333,0.333333,0.166667,0.166667,0.0,0.333333,0.250833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,3,6,0.833333,0.666667,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.859167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,4,6,0.666667,0.666667,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.711667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,5,6,0.333333,0.333333,0.333333,0.0,0.333333,0.5,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.5,0.166667,0.0,0.166667,0.666667,0.365833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,6,6,0.333333,0.166667,0.333333,0.0,0.166667,0.666667,0.0,0.333333,0.333333,0.5,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.5,0.365833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,7,6,0.333333,0.333333,0.166667,0.0,0.0,0.666667,0.0,0.166667,0.0,0.333333,0.0,0.666667,0.5,0.333333,0.166667,0.0,0.166667,0.393333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,8,6,0.833333,0.5,0.5,0.0,0.333333,0.5,0.0,0.0,0.0,0.166667,0.5,0.166667,0.5,0.333333,0.0,0.0,0.0,0.906667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,distribution_mixture_aliasing,9,6,0.333333,0.5,0.166667,0.166667,0.0,0.5,0.166667,0.166667,0.0,0.5,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.5,0.346667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,0,6,0.166667,0.333333,0.166667,0.0,0.0,0.666667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.833333,0.16
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,1,6,0.833333,0.333333,0.333333,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.166667,0.5,0.166667,0.333333,0.166667,0.166667,0.0,0.0,0.878333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,2,6,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.374167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,3,6,0.5,0.333333,0.5,0.166667,0.0,0.333333,0.0,0.166667,0.166667,1.0,0.166667,0.0,1.0,0.166667,0.0,0.166667,0.5,0.580833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,4,6,0.166667,0.5,0.0,0.0,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.166667,0.0,0.833333,0.2275
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,5,6,0.666667,0.333333,0.333333,0.0,0.166667,0.666667,0.333333,0.0,0.333333,0.333333,0.5,0.166667,0.666667,0.166667,0.0,0.0,0.333333,0.699167
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,6,6,0.333333,0.5,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0,0.41
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,7,6,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.5,0.5,0.5,0.166667,0.0,0.0,0.333333,0.630833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,8,6,0.166667,0.333333,0.333333,0.5,0.0,0.5,0.0,0.0,0.5,0.333333,0.5,0.0,0.5,0.0,0.166667,0.166667,0.5,0.151667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,actuator_latency_shift,9,6,0.333333,0.5,0.333333,0.166667,0.0,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.333333,0.666667,0.166667,0.166667,0.0,0.166667,0.366667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,0,6,0.5,0.5,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.5,0.666667,0.5,0.0,0.166667,0.0,0.166667,0.515
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,1,6,0.333333,0.333333,0.166667,0.5,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.666667,0.333333,0.166667,0.0,0.5,0.285
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,2,6,0.666667,0.166667,0.5,0.166667,0.0,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.333333,0.666667,0.5,0.166667,0.0,0.333333,0.645
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,3,6,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.166667,0.166667,0.166667,0.5,0.118333
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,4,6,0.5,0.5,0.166667,0.0,0.166667,0.833333,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.166667,0.0,0.0,0.166667,0.595833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,5,6,0.666667,0.166667,0.5,0.0,0.166667,0.0,0.333333,0.166667,0.333333,0.333333,0.5,0.0,0.833333,0.666667,0.0,0.0,0.0,0.6725
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,6,6,0.666667,0.5,0.166667,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.333333,0.333333,0.333333,0.333333,0.0,0.5,0.166667,0.166667,0.591667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,7,6,0.666667,0.166667,0.166667,0.0,0.166667,0.5,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.166667,0.665833
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,8,6,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.666667,0.333333,0.333333,0.166667,0.0,0.666667,0.246667
ensemble_uncertainty_gate,embodiment_shift,mobile_manipulation,mixed_exception_stress,9,6,0.833333,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.166667,0.5,0.166667,0.0,0.0,0.0,0.828333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,0,6,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.5,0.333333,0.666667,0.166667,0.5,0.0,0.0,0.0,0.666667,0.300833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,1,6,0.666667,0.833333,0.5,0.166667,0.0,0.333333,0.0,0.0,0.0,0.333333,0.5,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.745833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,2,6,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.0,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.411667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,3,6,0.833333,0.333333,0.5,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.833333,0.166667,0.0,0.333333,0.0,0.884167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,4,6,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.5,0.300833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,5,6,0.666667,0.333333,0.166667,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.5,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.63
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,6,6,0.666667,0.0,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.0,0.5,0.0,0.0,0.166667,0.0,0.6325
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,7,6,0.666667,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.166667,0.166667,0.333333,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.166667,0.795
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,8,6,0.666667,0.166667,0.333333,0.166667,0.166667,0.666667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.0,0.0,0.333333,0.671667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,rare_contact_tail,9,6,0.333333,0.0,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.166667,0.333333,0.333333,0.666667,0.0,0.0,0.0,0.666667,0.343333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,0,6,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.5,0.166667,0.333333,0.5,0.0,0.166667,0.0,0.333333,0.338333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,1,6,0.166667,0.5,0.0,0.0,0.0,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.0,0.5,0.240833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,2,6,0.5,0.5,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.333333,0.5,0.5,0.333333,0.0,0.166667,0.0,0.585
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,3,6,0.833333,0.333333,0.0,0.166667,0.0,0.333333,0.333333,0.166667,0.166667,0.5,0.166667,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.84
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,4,6,0.5,0.5,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.666667,0.166667,0.333333,0.166667,0.0,0.0,0.5,0.511667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,5,6,0.5,0.5,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.5,0.166667,0.0,0.0,0.0,0.166667,0.5,0.485
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,6,6,0.333333,0.5,0.0,0.0,0.0,0.333333,0.0,0.0,0.166667,0.333333,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.333333,0.3725
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,7,6,0.5,0.5,0.166667,0.166667,0.166667,0.666667,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.666667,0.333333,0.0,0.0,0.166667,0.558333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,8,6,0.5,0.5,0.666667,0.0,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.333333,0.0,0.666667,0.166667,0.0,0.166667,0.333333,0.548333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,occluded_precondition,9,6,0.333333,0.833333,0.166667,0.0,0.166667,0.833333,0.0,0.0,0.166667,0.5,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.436667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,0,6,0.5,0.666667,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.0,0.0,0.0,0.0,0.666667,0.333333,0.0,0.0,0.5,0.556667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,1,6,0.5,0.0,0.5,0.333333,0.0,0.5,0.0,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.5,0.0,0.0,0.0,0.484167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,2,6,0.5,0.5,0.333333,0.333333,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.333333,0.666667,0.5,0.0,0.0,0.166667,0.166667,0.461667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,3,6,0.666667,0.833333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.166667,0.166667,0.5,0.0,0.5,0.0,0.333333,0.0,0.333333,0.793333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,4,6,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.5,0.193333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,5,6,0.166667,0.333333,0.666667,0.0,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.833333,0.0,0.0,0.333333,0.5,0.240833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,6,6,0.5,0.5,0.5,0.0,0.166667,0.666667,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.5,0.0,0.0,0.0,0.333333,0.561667
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,7,6,0.5,0.5,0.0,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.5,0.5,0.166667,0.0,0.0,0.166667,0.449167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,8,6,0.833333,0.333333,0.166667,0.0,0.0,0.5,0.333333,0.0,0.5,0.333333,0.166667,0.333333,0.333333,0.333333,0.0,0.333333,0.166667,0.830833
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,embodiment_mismatch,9,6,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.833333,0.088333
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,0,6,0.333333,0.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.333333,0.5,0.166667,0.333333,0.5,0.0,0.333333,0.666667,0.339167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,1,6,0.5,0.333333,0.166667,0.0,0.0,0.666667,0.333333,0.0,0.166667,0.0,0.5,0.333333,0.5,0.0,0.0,0.166667,0.0,0.5475
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,2,6,0.5,0.333333,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.494167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,3,6,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.5,0.4675
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,4,6,0.666667,0.666667,0.0,0.333333,0.0,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.6925
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,5,6,0.333333,0.333333,0.333333,0.0,0.0,0.166667,0.0,0.0,0.166667,0.333333,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.666667,0.319167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,6,6,0.333333,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.0,0.666667,0.166667,0.0,0.0,0.666667,0.37
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,7,6,0.666667,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.0,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.166667,0.659167
ensemble_uncertainty_gate,embodiment_shift,bimanual_handoff,long_horizon_compounding,8,6,0.666667,0.166667,0.333333,0.0,0.333333,0.5,0.166667,0.0,0.166667,0.5,0.666667,0.333333,0.833333,0.0,0.0,0.333333,0.0,0.689167
